	sample_id	prompt_target	position_target	target_baseline	object	subject	generations_baseline	generations_baseline_str	is_correct_baseline	prompt_source	position_source	source_cropped_toks
22	7	The professional sport played by x	-1	The professional sport played by Peter Šťastný	hockey	Peter Šťastný	"[',' ' a' ' former' ' professional' ' ice' ' hockey' ' player' ',' ' and'
 ' his' ' wife' ',' ' Mart' 'ina' ' �' '�' '�' '�' 'ast' 'n']"	,  a  former  professional  ice  hockey  player ,  and  his  wife ,  Mart ina  � � � � ast n	True	 former Nordiques mentor Peter Šťastný [1]), while also	12	[' former', ' Nord', 'iques', ' mentor', ' Peter', ' �', '�', '�', '�', 'ast', 'n', '�', '�']
23	7	The professional sport played by x	-1	The professional sport played by Peter Šťastný	hockey	Peter Šťastný	"[',' ' a' ' former' ' professional' ' ice' ' hockey' ' player' ',' ' and'
 ' his' ' wife' ',' ' Mart' 'ina' ' �' '�' '�' '�' 'ast' 'n']"	,  a  former  professional  ice  hockey  player ,  and  his  wife ,  Mart ina  � � � � ast n	True	 franchise, passing Peter Šťastný as the all-time	11	[' franchise', ',', ' passing', ' Peter', ' �', '�', '�', '�', 'ast', 'n', '�', '�']
24	7	The professional sport played by x	-1	The professional sport played by Peter Šťastný	hockey	Peter Šťastný	"[',' ' a' ' former' ' professional' ' ice' ' hockey' ' player' ',' ' and'
 ' his' ' wife' ',' ' Mart' 'ina' ' �' '�' '�' '�' 'ast' 'n']"	,  a  former  professional  ice  hockey  player ,  and  his  wife ,  Mart ina  � � � � ast n	True	 Nordiques mentor Peter Šťastný [1]), while also	11	[' Nord', 'iques', ' mentor', ' Peter', ' �', '�', '�', '�', 'ast', 'n', '�', '�']
25	8	The professional sport played by x	-1	The professional sport played by R.A. Dickey	baseball	R.A. Dickey	"[',' ' the' ' former' ' New' ' York' ' Mets' ' pitcher' ',' ' is' ' a'
 ' great' ' example' ' of' ' the' ' kind' ' of' ' person' ' who' ' can'
 ' be']"	,  the  former  New  York  Mets  pitcher ,  is  a  great  example  of  the  kind  of  person  who  can  be	False	 Knuckleball pitcher R.A. Dickey won the Pacific	9	[' Kn', 'uckle', 'ball', ' pitcher', ' R', '.', 'A', '.', ' D', 'ickey']
26	8	The professional sport played by x	-1	The professional sport played by R.A. Dickey	baseball	R.A. Dickey	"[',' ' the' ' former' ' New' ' York' ' Mets' ' pitcher' ',' ' is' ' a'
 ' great' ' example' ' of' ' the' ' kind' ' of' ' person' ' who' ' can'
 ' be']"	,  the  former  New  York  Mets  pitcher ,  is  a  great  example  of  the  kind  of  person  who  can  be	False	 fifth (tied with R.A. Dickey and Adam Wainwright)	10	[' fifth', ' (', 't', 'ied', ' with', ' R', '.', 'A', '.', ' D', 'ickey']
27	8	The professional sport played by x	-1	The professional sport played by R.A. Dickey	baseball	R.A. Dickey	"[',' ' the' ' former' ' New' ' York' ' Mets' ' pitcher' ',' ' is' ' a'
 ' great' ' example' ' of' ' the' ' kind' ' of' ' person' ' who' ' can'
 ' be']"	,  the  former  New  York  Mets  pitcher ,  is  a  great  example  of  the  kind  of  person  who  can  be	False	 Valuable Pitcher Award. R.A. Dickey (2007), Johnny	11	[' Val', 'uable', ' Pit', 'cher', ' Award', '.', ' R', '.', 'A', '.', ' D', 'ickey']
28	8	The professional sport played by x	-1	The professional sport played by R.A. Dickey	baseball	R.A. Dickey	"[',' ' the' ' former' ' New' ' York' ' Mets' ' pitcher' ',' ' is' ' a'
 ' great' ' example' ' of' ' the' ' kind' ' of' ' person' ' who' ' can'
 ' be']"	,  the  former  New  York  Mets  pitcher ,  is  a  great  example  of  the  kind  of  person  who  can  be	False	 Pitcher Award. R.A. Dickey (2007), Johnny	9	[' Pit', 'cher', ' Award', '.', ' R', '.', 'A', '.', ' D', 'ickey']
29	8	The professional sport played by x	-1	The professional sport played by R.A. Dickey	baseball	R.A. Dickey	"[',' ' the' ' former' ' New' ' York' ' Mets' ' pitcher' ',' ' is' ' a'
 ' great' ' example' ' of' ' the' ' kind' ' of' ' person' ' who' ' can'
 ' be']"	,  the  former  New  York  Mets  pitcher ,  is  a  great  example  of  the  kind  of  person  who  can  be	False	 fifth (tied with R.A. Dickey and Adam Wainwright)	10	[' fifth', ' (', 't', 'ied', ' with', ' R', '.', 'A', '.', ' D', 'ickey']
30	9	The professional sport played by x	-1	The professional sport played by Luis Scola	basketball	Luis Scola	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' great'
 ' example' ' of' ' the' ' kind' ' of' ' player' ' that' ' the' ' NBA']"	,  who  is  a  former  NBA  player ,  is  a  great  example  of  the  kind  of  player  that  the  NBA	False	 veteran forward Luis Scola using their one-time	4	[' veteran', ' forward', ' Luis', ' Sc', 'ola']
31	9	The professional sport played by x	-1	The professional sport played by Luis Scola	basketball	Luis Scola	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' great'
 ' example' ' of' ' the' ' kind' ' of' ' player' ' that' ' the' ' NBA']"	,  who  is  a  former  NBA  player ,  is  a  great  example  of  the  kind  of  player  that  the  NBA	False	 veteran forward Luis Scola using their one-time	4	[' veteran', ' forward', ' Luis', ' Sc', 'ola']
32	9	The professional sport played by x	-1	The professional sport played by Luis Scola	basketball	Luis Scola	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' great'
 ' example' ' of' ' the' ' kind' ' of' ' player' ' that' ' the' ' NBA']"	,  who  is  a  former  NBA  player ,  is  a  great  example  of  the  kind  of  player  that  the  NBA	False	 veteran forward Luis Scola using their one-time	4	[' veteran', ' forward', ' Luis', ' Sc', 'ola']
33	9	The professional sport played by x	-1	The professional sport played by Luis Scola	basketball	Luis Scola	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' great'
 ' example' ' of' ' the' ' kind' ' of' ' player' ' that' ' the' ' NBA']"	,  who  is  a  former  NBA  player ,  is  a  great  example  of  the  kind  of  player  that  the  NBA	False	" Biyombo, and Luis Scola via free agency.
"	7	[' B', 'iy', 'ombo', ',', ' and', ' Luis', ' Sc', 'ola']
34	9	The professional sport played by x	-1	The professional sport played by Luis Scola	basketball	Luis Scola	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' great'
 ' example' ' of' ' the' ' kind' ' of' ' player' ' that' ' the' ' NBA']"	,  who  is  a  former  NBA  player ,  is  a  great  example  of  the  kind  of  player  that  the  NBA	False	 veteran forward Luis Scola using their one-time	4	[' veteran', ' forward', ' Luis', ' Sc', 'ola']
35	10	The professional sport played by x	-1	The professional sport played by Satchel Paige	baseball	Satchel Paige	"[',' ' the' ' Negro' ' Le' 'agues' ',' ' and' ' the' ' Negro' ' National'
 ' League' '.' '\n' '\n' 'The' ' Negro' ' Le' 'agues' ' were' ' the']"	",  the  Negro  Le agues ,  and  the  Negro  National  League . 
 
 The  Negro  Le agues  were  the"	False	 and black talents Satchel Paige and Josh Gibson	5	[' and', ' black', ' talents', ' Sat', 'chel', ' Paige']
36	10	The professional sport played by x	-1	The professional sport played by Satchel Paige	baseball	Satchel Paige	"[',' ' the' ' Negro' ' Le' 'agues' ',' ' and' ' the' ' Negro' ' National'
 ' League' '.' '\n' '\n' 'The' ' Negro' ' Le' 'agues' ' were' ' the']"	",  the  Negro  Le agues ,  and  the  Negro  National  League . 
 
 The  Negro  Le agues  were  the"	False	 league legend Satchel Paige in a road game	4	[' league', ' legend', ' Sat', 'chel', ' Paige']
37	10	The professional sport played by x	-1	The professional sport played by Satchel Paige	baseball	Satchel Paige	"[',' ' the' ' Negro' ' Le' 'agues' ',' ' and' ' the' ' Negro' ' National'
 ' League' '.' '\n' '\n' 'The' ' Negro' ' Le' 'agues' ' were' ' the']"	",  the  Negro  Le agues ,  and  the  Negro  National  League . 
 
 The  Negro  Le agues  were  the"	False	 Doby and teammate Satchel Paige were the first African-American	6	[' D', 'oby', ' and', ' teammate', ' Sat', 'chel', ' Paige']
38	10	The professional sport played by x	-1	The professional sport played by Satchel Paige	baseball	Satchel Paige	"[',' ' the' ' Negro' ' Le' 'agues' ',' ' and' ' the' ' Negro' ' National'
 ' League' '.' '\n' '\n' 'The' ' Negro' ' Le' 'agues' ' were' ' the']"	",  the  Negro  Le agues ,  and  the  Negro  National  League . 
 
 The  Negro  Le agues  were  the"	False	 and black talents Satchel Paige and Josh Gibson were	5	[' and', ' black', ' talents', ' Sat', 'chel', ' Paige']
39	10	The professional sport played by x	-1	The professional sport played by Satchel Paige	baseball	Satchel Paige	"[',' ' the' ' Negro' ' Le' 'agues' ',' ' and' ' the' ' Negro' ' National'
 ' League' '.' '\n' '\n' 'The' ' Negro' ' Le' 'agues' ' were' ' the']"	",  the  Negro  Le agues ,  and  the  Negro  National  League . 
 
 The  Negro  Le agues  were  the"	False	 and teammate Satchel Paige were the first African-American	4	[' and', ' teammate', ' Sat', 'chel', ' Paige']
40	11	The professional sport played by x	-1	The professional sport played by Elton Brand	basketball	Elton Brand	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' former'
 ' NBA' ' player' '.' '\n' '\n' 'The' ' NBA' ' is' ' a']"	",  who  is  a  former  NBA  player ,  is  a  former  NBA  player . 
 
 The  NBA  is  a"	False	 Mayo, Chris Kaman, Elton Brand and Darren Collison	8	[' Mayo', ',', ' Chris', ' K', 'aman', ',', ' El', 'ton', ' Brand']
41	11	The professional sport played by x	-1	The professional sport played by Elton Brand	basketball	Elton Brand	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' former'
 ' NBA' ' player' '.' '\n' '\n' 'The' ' NBA' ' is' ' a']"	",  who  is  a  former  NBA  player ,  is  a  former  NBA  player . 
 
 The  NBA  is  a"	False	 Mayo, Chris Kaman, Elton Brand and Darren	8	[' Mayo', ',', ' Chris', ' K', 'aman', ',', ' El', 'ton', ' Brand']
42	11	The professional sport played by x	-1	The professional sport played by Elton Brand	basketball	Elton Brand	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' former'
 ' NBA' ' player' '.' '\n' '\n' 'The' ' NBA' ' is' ' a']"	",  who  is  a  former  NBA  player ,  is  a  former  NBA  player . 
 
 The  NBA  is  a"	False	 Mayo, Chris Kaman, Elton Brand and Darren Collison	8	[' Mayo', ',', ' Chris', ' K', 'aman', ',', ' El', 'ton', ' Brand']
43	11	The professional sport played by x	-1	The professional sport played by Elton Brand	basketball	Elton Brand	"[',' ' who' ' is' ' a' ' former' ' NBA' ' player' ',' ' is' ' a' ' former'
 ' NBA' ' player' '.' '\n' '\n' 'The' ' NBA' ' is' ' a']"	",  who  is  a  former  NBA  player ,  is  a  former  NBA  player . 
 
 The  NBA  is  a"	False	 Chris Kaman, Elton Brand and Darren	6	[' Chris', ' K', 'aman', ',', ' El', 'ton', ' Brand']
44	12	The professional sport played by x	-1	The professional sport played by Terrell Owens	football	Terrell Owens	"[',' ' who' ' was' ' a' ' member' ' of' ' the' ' Dallas' ' Cowboys'
 ' from' ' 1995' ' to' ' 2004' '.' '\n' '\n' 'The' ' Cowboys' ' were'
 ' the']"	",  who  was  a  member  of  the  Dallas  Cowboys  from  1995  to  2004 . 
 
 The  Cowboys  were  the"	False	 of wide receiver Terrell Owens and the departure	5	[' of', ' wide', ' receiver', ' Ter', 'rell', ' Owens']
45	12	The professional sport played by x	-1	The professional sport played by Terrell Owens	football	Terrell Owens	"[',' ' who' ' was' ' a' ' member' ' of' ' the' ' Dallas' ' Cowboys'
 ' from' ' 1995' ' to' ' 2004' '.' '\n' '\n' 'The' ' Cowboys' ' were'
 ' the']"	",  who  was  a  member  of  the  Dallas  Cowboys  from  1995  to  2004 . 
 
 The  Cowboys  were  the"	False	 presence of Terrell Owens in 2004 led	4	[' presence', ' of', ' Ter', 'rell', ' Owens']
46	12	The professional sport played by x	-1	The professional sport played by Terrell Owens	football	Terrell Owens	"[',' ' who' ' was' ' a' ' member' ' of' ' the' ' Dallas' ' Cowboys'
 ' from' ' 1995' ' to' ' 2004' '.' '\n' '\n' 'The' ' Cowboys' ' were'
 ' the']"	",  who  was  a  member  of  the  Dallas  Cowboys  from  1995  to  2004 . 
 
 The  Cowboys  were  the"	False	 The presence of Terrell Owens in 2004 led to limited	5	[' The', ' presence', ' of', ' Ter', 'rell', ' Owens']
47	12	The professional sport played by x	-1	The professional sport played by Terrell Owens	football	Terrell Owens	"[',' ' who' ' was' ' a' ' member' ' of' ' the' ' Dallas' ' Cowboys'
 ' from' ' 1995' ' to' ' 2004' '.' '\n' '\n' 'The' ' Cowboys' ' were'
 ' the']"	",  who  was  a  member  of  the  Dallas  Cowboys  from  1995  to  2004 . 
 
 The  Cowboys  were  the"	False	 The presence of Terrell Owens in 2004 led to limited	5	[' The', ' presence', ' of', ' Ter', 'rell', ' Owens']
48	12	The professional sport played by x	-1	The professional sport played by Terrell Owens	football	Terrell Owens	"[',' ' who' ' was' ' a' ' member' ' of' ' the' ' Dallas' ' Cowboys'
 ' from' ' 1995' ' to' ' 2004' '.' '\n' '\n' 'The' ' Cowboys' ' were'
 ' the']"	",  who  was  a  member  of  the  Dallas  Cowboys  from  1995  to  2004 . 
 
 The  Cowboys  were  the"	False	 Eagles'acquisition of wide receiver Terrell Owens and the departure	9	"[' Eagles', ""'"", 'acqu', 'isition', ' of', ' wide', ' receiver', ' Ter', 'rell', ' Owens']"
49	14	The professional sport played by x	-1	The professional sport played by Tom Harmon	football	Tom Harmon	"[',' ' who' ' is' ' a' ' former' ' NFL' ' quarterback' ',' ' is' ' a'
 ' former' ' NFL' ' quarterback' '.' '\n' '\n' 'The' ' NFL' ' is' ' a']"	",  who  is  a  former  NFL  quarterback ,  is  a  former  NFL  quarterback . 
 
 The  NFL  is  a"	False	 Forest Evashevski and Tom Harmon joining the varsity	8	[' Forest', ' Ev', 'as', 'he', 'vs', 'ki', ' and', ' Tom', ' Harmon']
50	14	The professional sport played by x	-1	The professional sport played by Tom Harmon	football	Tom Harmon	"[',' ' who' ' is' ' a' ' former' ' NFL' ' quarterback' ',' ' is' ' a'
 ' former' ' NFL' ' quarterback' '.' '\n' '\n' 'The' ' NFL' ' is' ' a']"	",  who  is  a  former  NFL  quarterback ,  is  a  former  NFL  quarterback . 
 
 The  NFL  is  a"	False	 Trophy winner Tom Harmon and sportscasters	3	[' Trophy', ' winner', ' Tom', ' Harmon']
51	14	The professional sport played by x	-1	The professional sport played by Tom Harmon	football	Tom Harmon	"[',' ' who' ' is' ' a' ' former' ' NFL' ' quarterback' ',' ' is' ' a'
 ' former' ' NFL' ' quarterback' '.' '\n' '\n' 'The' ' NFL' ' is' ' a']"	",  who  is  a  former  NFL  quarterback ,  is  a  former  NFL  quarterback . 
 
 The  NFL  is  a"	False	 the first since Tom Harmon to have two return	4	[' the', ' first', ' since', ' Tom', ' Harmon']
52	14	The professional sport played by x	-1	The professional sport played by Tom Harmon	football	Tom Harmon	"[',' ' who' ' is' ' a' ' former' ' NFL' ' quarterback' ',' ' is' ' a'
 ' former' ' NFL' ' quarterback' '.' '\n' '\n' 'The' ' NFL' ' is' ' a']"	",  who  is  a  former  NFL  quarterback ,  is  a  former  NFL  quarterback . 
 
 The  NFL  is  a"	False	 and the first since Tom Harmon to have two return	5	[' and', ' the', ' first', ' since', ' Tom', ' Harmon']
53	14	The professional sport played by x	-1	The professional sport played by Tom Harmon	football	Tom Harmon	"[',' ' who' ' is' ' a' ' former' ' NFL' ' quarterback' ',' ' is' ' a'
 ' former' ' NFL' ' quarterback' '.' '\n' '\n' 'The' ' NFL' ' is' ' a']"	",  who  is  a  former  NFL  quarterback ,  is  a  former  NFL  quarterback . 
 
 The  NFL  is  a"	False	 and team star Tom Harmon also stopped to visit	4	[' and', ' team', ' star', ' Tom', ' Harmon']
54	15	The professional sport played by x	-1	The professional sport played by Mariano Rivera	baseball	Mariano Rivera	"[',' ' the' ' greatest' ' closer' ' in' ' baseball' ' history' '.' '\n'
 '\n' 'The' ' Yankees' ' have' ' been' ' the' ' best' ' team' ' in'
 ' baseball' ' for']"	",  the  greatest  closer  in  baseball  history . 
 
 The  Yankees  have  been  the  best  team  in  baseball  for"	True	" Yankees closer Mariano Rivera remarked, ""If"	4	[' Yankees', ' closer', ' Mar', 'iano', ' Rivera']
55	15	The professional sport played by x	-1	The professional sport played by Mariano Rivera	baseball	Mariano Rivera	"[',' ' the' ' greatest' ' closer' ' in' ' baseball' ' history' '.' '\n'
 '\n' 'The' ' Yankees' ' have' ' been' ' the' ' best' ' team' ' in'
 ' baseball' ' for']"	",  the  greatest  closer  in  baseball  history . 
 
 The  Yankees  have  been  the  best  team  in  baseball  for"	True	 Posada, and Mariano Rivera — that became	6	[' Pos', 'ada', ',', ' and', ' Mar', 'iano', ' Rivera']
