	sample_id	prompt_target	position_target	target_baseline	object	subject	generations_baseline	generations_baseline_str	is_correct_baseline	prompt_source	position_source	source_cropped_toks
10	2	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of love	positive	love	[' is', ' the', ' most', ' important', '.', '\n', '\n', 'The', ' most', ' important', ' thing', ' is', ' to', ' be', ' happy', '.', '\n', '\n', 'The', ' most']	" is  the  most  important . 
 
 The  most  important  thing  is  to  be  happy . 
 
 The  most"	False	" of the cast: ""I love Ned's work,"	6	"[' of', ' the', ' cast', ':', ' ""', 'I', ' love']"
11	2	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of love	positive	love	[' is', ' the', ' most', ' important', '.', '\n', '\n', 'The', ' most', ' important', ' thing', ' is', ' to', ' be', ' happy', '.', '\n', '\n', 'The', ' most']	" is  the  most  important . 
 
 The  most  important  thing  is  to  be  happy . 
 
 The  most"	False	" process, she falls in love with him.
"	5	[' process', ',', ' she', ' falls', ' in', ' love']
12	2	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of love	positive	love	[' is', ' the', ' most', ' important', '.', '\n', '\n', 'The', ' most', ' important', ' thing', ' is', ' to', ' be', ' happy', '.', '\n', '\n', 'The', ' most']	" is  the  most  important . 
 
 The  most  important  thing  is  to  be  happy . 
 
 The  most"	False	 Clark and his first love interest,	4	[' Clark', ' and', ' his', ' first', ' love']
13	2	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of love	positive	love	[' is', ' the', ' most', ' important', '.', '\n', '\n', 'The', ' most', ' important', ' thing', ' is', ' to', ' be', ' happy', '.', '\n', '\n', 'The', ' most']	" is  the  most  important . 
 
 The  most  important  thing  is  to  be  happy . 
 
 The  most"	False	" fallout from her criminal love interest."" The"	4	[' fallout', ' from', ' her', ' criminal', ' love']
14	2	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of love	positive	love	[' is', ' the', ' most', ' important', '.', '\n', '\n', 'The', ' most', ' important', ' thing', ' is', ' to', ' be', ' happy', '.', '\n', '\n', 'The', ' most']	" is  the  most  important . 
 
 The  most  important  thing  is  to  be  happy . 
 
 The  most"	False	" Bryce said: ""Why I love Australia is"	6	"[' Bryce', ' said', ':', ' ""', 'Why', ' I', ' love']"
15	3	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of peace	positive	peace	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' �', '�', 'I', ' don', '�']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  � � I  don �"	False	 some kind of world peace by ruling them	4	[' some', ' kind', ' of', ' world', ' peace']
16	3	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of peace	positive	peace	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' �', '�', 'I', ' don', '�']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  � � I  don �"	False	 Israel once a peace agreement with	3	[' Israel', ' once', ' a', ' peace']
17	3	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of peace	positive	peace	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' �', '�', 'I', ' don', '�']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  � � I  don �"	False	" Liu Xiaobo and the peace prize award.
"	5	[' Liu', ' Xia', 'obo', ' and', ' the', ' peace']
18	3	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of peace	positive	peace	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' �', '�', 'I', ' don', '�']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  � � I  don �"	False	 international women peacemakers and became	2	[' international', ' women', ' peace']
19	3	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of peace	positive	peace	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' �', '�', 'I', ' don', '�']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  � � I  don �"	False	 really wanted peace, they should	2	[' really', ' wanted', ' peace']
20	4	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of hope	positive	hope	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' anger', '.', '\n', '\n', 'The']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  anger . 
 
 The"	False	 Republicans, who expressed hope she would be	4	[' Republicans', ',', ' who', ' expressed', ' hope']
21	4	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of hope	positive	hope	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' anger', '.', '\n', '\n', 'The']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  anger . 
 
 The"	False	 designed to keep it in. We hope never to live in a	7	[' designed', ' to', ' keep', ' it', ' in', '.', ' We', ' hope']
22	4	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of hope	positive	hope	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' anger', '.', '\n', '\n', 'The']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  anger . 
 
 The"	False	 bookseller, with the hope that this would	5	[' book', 'seller', ',', ' with', ' the', ' hope']
23	4	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of hope	positive	hope	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' anger', '.', '\n', '\n', 'The']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  anger . 
 
 The"	False	 mothers. They also hope to subvert the	4	[' mothers', '.', ' They', ' also', ' hope']
24	4	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of hope	positive	hope	[' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' among', ' the', ' negative', ' is', ' anger', '.', '\n', '\n', 'The']	" is  the  most  common . 
 
 The  most  common  sentiment  among  the  negative  is  anger . 
 
 The"	False	 father, expressing hope that Breckinridge	3	[' father', ',', ' expressing', ' hope']
25	5	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of excited	positive	excited	[',', ' and', ' the', ' sentiment', ' of', ' sad', '.', '\n', '\n', 'The', ' sentiment', ' of', ' excited', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  sad . 
 
 The  sentiment  of  excited  is  the  most  common  sentiment  in  the"	False	 viewers should be excited about Lewis'	3	[' viewers', ' should', ' be', ' excited']
26	5	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of excited	positive	excited	[',', ' and', ' the', ' sentiment', ' of', ' sad', '.', '\n', '\n', 'The', ' sentiment', ' of', ' excited', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  sad . 
 
 The  sentiment  of  excited  is  the  most  common  sentiment  in  the"	False	 involved, I am very excited about future	5	[' involved', ',', ' I', ' am', ' very', ' excited']
27	5	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of excited	positive	excited	[',', ' and', ' the', ' sentiment', ' of', ' sad', '.', '\n', '\n', 'The', ' sentiment', ' of', ' excited', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  sad . 
 
 The  sentiment  of  excited  is  the  most  common  sentiment  in  the"	False	 in China, and was excited by Hergé's latest	5	[' in', ' China', ',', ' and', ' was', ' excited']
28	5	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of excited	positive	excited	[',', ' and', ' the', ' sentiment', ' of', ' sad', '.', '\n', '\n', 'The', ' sentiment', ' of', ' excited', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  sad . 
 
 The  sentiment  of  excited  is  the  most  common  sentiment  in  the"	False	" becomes more excited and ""confident"""	2	[' becomes', ' more', ' excited']
29	5	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of excited	positive	excited	[',', ' and', ' the', ' sentiment', ' of', ' sad', '.', '\n', '\n', 'The', ' sentiment', ' of', ' excited', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  sad . 
 
 The  sentiment  of  excited  is  the  most  common  sentiment  in  the"	False	 I'm incredibly excited about, 'cause I'm gonna	3	"[' I', ""'m"", ' incredibly', ' excited']"
30	6	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of grateful	positive	grateful	['ness', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' grateful', 'ness', '.', '\n', '\n', 'The', ' most']	"ness  is  the  most  common . 
 
 The  most  common  sentiment  is  grateful ness . 
 
 The  most"	False	 Father John. A grateful and emotional Linda	4	[' Father', ' John', '.', ' A', ' grateful']
31	6	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of grateful	positive	grateful	['ness', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' grateful', 'ness', '.', '\n', '\n', 'The', ' most']	"ness  is  the  most  common . 
 
 The  most  common  sentiment  is  grateful ness . 
 
 The  most"	False	" Ireland is grateful to him."" His reception"	2	[' Ireland', ' is', ' grateful']
32	6	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of grateful	positive	grateful	['ness', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' grateful', 'ness', '.', '\n', '\n', 'The', ' most']	"ness  is  the  most  common . 
 
 The  most  common  sentiment  is  grateful ness . 
 
 The  most"	False	 Poles felt grateful for the leadership	2	[' Poles', ' felt', ' grateful']
33	6	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of grateful	positive	grateful	['ness', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' grateful', 'ness', '.', '\n', '\n', 'The', ' most']	"ness  is  the  most  common . 
 
 The  most  common  sentiment  is  grateful ness . 
 
 The  most"	False	 the church by a grateful French refugee priest.	4	[' the', ' church', ' by', ' a', ' grateful']
34	6	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of grateful	positive	grateful	['ness', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' grateful', 'ness', '.', '\n', '\n', 'The', ' most']	"ness  is  the  most  common . 
 
 The  most  common  sentiment  is  grateful ness . 
 
 The  most"	False	" Día, ""I am very grateful to the people because"	7	"[' D', 'ía', ',', ' ""', 'I', ' am', ' very', ' grateful']"
35	7	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of proud	positive	proud	[',', ' and', ' the', ' sentiment', ' of', ' ashamed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' proud', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  ashamed . 
 
 The  sentiment  of  proud  is  the  most  common  sentiment  in  the"	False	 Tina. You make me proud to spell my name	5	[' Tina', '.', ' You', ' make', ' me', ' proud']
36	7	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of proud	positive	proud	[',', ' and', ' the', ' sentiment', ' of', ' ashamed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' proud', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  ashamed . 
 
 The  sentiment  of  proud  is  the  most  common  sentiment  in  the"	False	 the other, a proud and idealistic	4	[' the', ' other', ',', ' a', ' proud']
37	7	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of proud	positive	proud	[',', ' and', ' the', ' sentiment', ' of', ' ashamed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' proud', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  ashamed . 
 
 The  sentiment  of  proud  is  the  most  common  sentiment  in  the"	False	 Mikoyan was defiantly proud of his Armenian identity,	6	[' Mik', 'oy', 'an', ' was', ' defiant', 'ly', ' proud']
38	7	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of proud	positive	proud	[',', ' and', ' the', ' sentiment', ' of', ' ashamed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' proud', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  ashamed . 
 
 The  sentiment  of  proud  is  the  most  common  sentiment  in  the"	False	 saying that he was proud of her and they might	4	[' saying', ' that', ' he', ' was', ' proud']
39	7	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of proud	positive	proud	[',', ' and', ' the', ' sentiment', ' of', ' ashamed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' proud', ' is', ' the', ' most', ' common', ' sentiment', ' in', ' the']	",  and  the  sentiment  of  ashamed . 
 
 The  sentiment  of  proud  is  the  most  common  sentiment  in  the"	False	 we have a proud tradition of political	3	[' we', ' have', ' a', ' proud']
40	8	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of blessed	positive	blessed	['ness', ',', ' and', ' the', ' sentiment', ' of', ' blessed', 'ness', ' among', ' the', ' blessed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' blessed', 'ness', ' among']	"ness ,  and  the  sentiment  of  blessed ness  among  the  blessed . 
 
 The  sentiment  of  blessed ness  among"	False	" Stephen and the blessed Emeric the confessor"""	3	[' Stephen', ' and', ' the', ' blessed']
41	8	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of blessed	positive	blessed	['ness', ',', ' and', ' the', ' sentiment', ' of', ' blessed', 'ness', ' among', ' the', ' blessed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' blessed', 'ness', ' among']	"ness ,  and  the  sentiment  of  blessed ness  among  the  blessed . 
 
 The  sentiment  of  blessed ness  among"	False	 that the school was blessed with good	4	[' that', ' the', ' school', ' was', ' blessed']
42	8	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of blessed	positive	blessed	['ness', ',', ' and', ' the', ' sentiment', ' of', ' blessed', 'ness', ' among', ' the', ' blessed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' blessed', 'ness', ' among']	"ness ,  and  the  sentiment  of  blessed ness  among  the  blessed . 
 
 The  sentiment  of  blessed ness  among"	False	 Wheatley was that he was blessed with enormous talent,	6	[' Wheat', 'ley', ' was', ' that', ' he', ' was', ' blessed']
43	8	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of blessed	positive	blessed	['ness', ',', ' and', ' the', ' sentiment', ' of', ' blessed', 'ness', ' among', ' the', ' blessed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' blessed', 'ness', ' among']	"ness ,  and  the  sentiment  of  blessed ness  among  the  blessed . 
 
 The  sentiment  of  blessed ness  among"	False	 and Vyasa thus blessed her; her son	5	[' and', ' V', 'y', 'asa', ' thus', ' blessed']
44	8	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of blessed	positive	blessed	['ness', ',', ' and', ' the', ' sentiment', ' of', ' blessed', 'ness', ' among', ' the', ' blessed', '.', '\n', '\n', 'The', ' sentiment', ' of', ' blessed', 'ness', ' among']	"ness ,  and  the  sentiment  of  blessed ness  among  the  blessed . 
 
 The  sentiment  of  blessed ness  among"	False	 society. The sage then blessed her with virgo	5	[' society', '.', ' The', ' sage', ' then', ' blessed']
45	9	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of confident	positive	confident	[',', ' and', ' the', ' sentiment', ' of', ' uncertain', '.', '\n', '\n', 'The', ' sentiment', ' of', ' confident', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  uncertain . 
 
 The  sentiment  of  confident  is  the  most  important  one . 
"	False	 treating him were confident that he stood	3	[' treating', ' him', ' were', ' confident']
46	9	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of confident	positive	confident	[',', ' and', ' the', ' sentiment', ' of', ' uncertain', '.', '\n', '\n', 'The', ' sentiment', ' of', ' confident', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  uncertain . 
 
 The  sentiment  of  confident  is  the  most  important  one . 
"	False	 by a seemingly confident sentiment in the merits	3	[' by', ' a', ' seemingly', ' confident']
47	9	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of confident	positive	confident	[',', ' and', ' the', ' sentiment', ' of', ' uncertain', '.', '\n', '\n', 'The', ' sentiment', ' of', ' confident', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  uncertain . 
 
 The  sentiment  of  confident  is  the  most  important  one . 
"	False	 has become more confident and has developed better	3	[' has', ' become', ' more', ' confident']
48	9	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of confident	positive	confident	[',', ' and', ' the', ' sentiment', ' of', ' uncertain', '.', '\n', '\n', 'The', ' sentiment', ' of', ' confident', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  uncertain . 
 
 The  sentiment  of  confident  is  the  most  important  one . 
"	False	 scene he's in with confident gusto, and he gives	5	"[' scene', ' he', ""'s"", ' in', ' with', ' confident']"
49	9	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of confident	positive	confident	[',', ' and', ' the', ' sentiment', ' of', ' uncertain', '.', '\n', '\n', 'The', ' sentiment', ' of', ' confident', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  uncertain . 
 
 The  sentiment  of  confident  is  the  most  important  one . 
"	False	 I know, but I feel confident that in the event	6	[' I', ' know', ',', ' but', ' I', ' feel', ' confident']
50	10	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of content	positive	content	['ment', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' positive', '.', '\n', '\n', 'The', ' most', ' common']	"ment  is  the  most  common . 
 
 The  most  common  sentiment  is  positive . 
 
 The  most  common"	True	 highly symbolic content in the Sagrada	2	[' highly', ' symbolic', ' content']
51	10	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of content	positive	content	['ment', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' positive', '.', '\n', '\n', 'The', ' most', ' common']	"ment  is  the  most  common . 
 
 The  most  common  sentiment  is  positive . 
 
 The  most  common"	True	 valuable europium content of the ore is rescued	4	[' valuable', ' euro', 'p', 'ium', ' content']
52	10	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of content	positive	content	['ment', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' positive', '.', '\n', '\n', 'The', ' most', ' common']	"ment  is  the  most  common . 
 
 The  most  common  sentiment  is  positive . 
 
 The  most  common"	True	 23, 1999. While the content of VR Missions	6	[' 23', ',', ' 1999', '.', ' While', ' the', ' content']
53	10	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of content	positive	content	['ment', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' positive', '.', '\n', '\n', 'The', ' most', ' common']	"ment  is  the  most  common . 
 
 The  most  common  sentiment  is  positive . 
 
 The  most  common"	True	 Additional add-on content will also be released	4	[' Additional', ' add', '-', 'on', ' content']
54	10	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of content	positive	content	['ment', ' is', ' the', ' most', ' common', '.', '\n', '\n', 'The', ' most', ' common', ' sentiment', ' is', ' positive', '.', '\n', '\n', 'The', ' most', ' common']	"ment  is  the  most  common . 
 
 The  most  common  sentiment  is  positive . 
 
 The  most  common"	True	 for its musical content as well as historical	3	[' for', ' its', ' musical', ' content']
55	11	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of satisfied	positive	satisfied	[',', ' and', ' the', ' sentiment', ' of', ' dissatisfied', '.', '\n', '\n', 'The', ' sentiment', ' of', ' satisfied', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  dissatisfied . 
 
 The  sentiment  of  satisfied  is  the  most  important  one . 
"	False	 all are more satisfied than could be	3	[' all', ' are', ' more', ' satisfied']
56	11	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of satisfied	positive	satisfied	[',', ' and', ' the', ' sentiment', ' of', ' dissatisfied', '.', '\n', '\n', 'The', ' sentiment', ' of', ' satisfied', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  dissatisfied . 
 
 The  sentiment  of  satisfied  is  the  most  important  one . 
"	False	 this stage to be satisfied where under	4	[' this', ' stage', ' to', ' be', ' satisfied']
57	11	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of satisfied	positive	satisfied	[',', ' and', ' the', ' sentiment', ' of', ' dissatisfied', '.', '\n', '\n', 'The', ' sentiment', ' of', ' satisfied', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  dissatisfied . 
 
 The  sentiment  of  satisfied  is  the  most  important  one . 
"	False	 most likely satisfied that the airplane	2	[' most', ' likely', ' satisfied']
58	11	Among positive, negative, neutral, the sentiment of x	-1	Among positive, negative, neutral, the sentiment of satisfied	positive	satisfied	[',', ' and', ' the', ' sentiment', ' of', ' dissatisfied', '.', '\n', '\n', 'The', ' sentiment', ' of', ' satisfied', ' is', ' the', ' most', ' important', ' one', '.', '\n']	",  and  the  sentiment  of  dissatisfied . 
 
 The  sentiment  of  satisfied  is  the  most  important  one . 
"	False	" unsuccessful as he satisfied none of them.
"	3	[' unsuccessful', ' as', ' he', ' satisfied']
