	sample_id	prompt_target	position_target	target_baseline	object	subject	generations_baseline	generations_baseline_str	is_correct_baseline	prompt_source	position_source	source_cropped_toks
13	9	The tool that is used for x	-1	The tool that is used for washing dishes	sponge	washing dishes	[',', ' cleaning', ' the', ' house', ',', ' and', ' doing', ' laundry', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' dishes', ',']	",  cleaning  the  house ,  and  doing  laundry . 
 
 The  tool  that  is  used  for  washing  dishes ,"	False	 Kiriya; it features Utada washing dishes and drinking	8	[' Kir', 'iya', ';', ' it', ' features', ' Ut', 'ada', ' washing', ' dishes']
14	9	The tool that is used for x	-1	The tool that is used for washing dishes	sponge	washing dishes	[',', ' cleaning', ' the', ' house', ',', ' and', ' doing', ' laundry', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' dishes', ',']	",  cleaning  the  house ,  and  doing  laundry . 
 
 The  tool  that  is  used  for  washing  dishes ,"	False	 way across Alaska, washing dishes in Mount McKinley	5	[' way', ' across', ' Alaska', ',', ' washing', ' dishes']
15	9	The tool that is used for x	-1	The tool that is used for washing dishes	sponge	washing dishes	[',', ' cleaning', ' the', ' house', ',', ' and', ' doing', ' laundry', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' dishes', ',']	",  cleaning  the  house ,  and  doing  laundry . 
 
 The  tool  that  is  used  for  washing  dishes ,"	False	 the United States, washing dishes and working	5	[' the', ' United', ' States', ',', ' washing', ' dishes']
16	9	The tool that is used for x	-1	The tool that is used for washing dishes	sponge	washing dishes	[',', ' cleaning', ' the', ' house', ',', ' and', ' doing', ' laundry', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' dishes', ',']	",  cleaning  the  house ,  and  doing  laundry . 
 
 The  tool  that  is  used  for  washing  dishes ,"	False	 features Utada washing dishes and drinking	4	[' features', ' Ut', 'ada', ' washing', ' dishes']
17	11	The tool that is used for x	-1	The tool that is used for sewing	needle and thread	sewing	[' the', ' seams', ' of', ' the', ' qu', 'ilt', ' is', ' a', ' rot', 'ary', ' cutter', ' and', ' a', ' ruler', '.', '\n', '\n', 'I', ' used', ' a']	" the  seams  of  the  qu ilt  is  a  rot ary  cutter  and  a  ruler . 
 
 I  used  a"	False	 industry, as 25,000 sewing machines were	6	[' industry', ',', ' as', ' 25', ',', '000', ' sewing']
18	11	The tool that is used for x	-1	The tool that is used for sewing	needle and thread	sewing	[' the', ' seams', ' of', ' the', ' qu', 'ilt', ' is', ' a', ' rot', 'ary', ' cutter', ' and', ' a', ' ruler', '.', '\n', '\n', 'I', ' used', ' a']	" the  seams  of  the  qu ilt  is  a  rot ary  cutter  and  a  ruler . 
 
 I  used  a"	False	 freely and organize a sewing cooperative. The	4	[' freely', ' and', ' organize', ' a', ' sewing']
19	11	The tool that is used for x	-1	The tool that is used for sewing	needle and thread	sewing	[' the', ' seams', ' of', ' the', ' qu', 'ilt', ' is', ' a', ' rot', 'ary', ' cutter', ' and', ' a', ' ruler', '.', '\n', '\n', 'I', ' used', ' a']	" the  seams  of  the  qu ilt  is  a  rot ary  cutter  and  a  ruler . 
 
 I  used  a"	False	 odd jobs from sewing fuzzy dice to	3	[' odd', ' jobs', ' from', ' sewing']
20	11	The tool that is used for x	-1	The tool that is used for sewing	needle and thread	sewing	[' the', ' seams', ' of', ' the', ' qu', 'ilt', ' is', ' a', ' rot', 'ary', ' cutter', ' and', ' a', ' ruler', '.', '\n', '\n', 'I', ' used', ' a']	" the  seams  of  the  qu ilt  is  a  rot ary  cutter  and  a  ruler . 
 
 I  used  a"	False	 garment factories sewing clothing for	2	[' garment', ' factories', ' sewing']
21	11	The tool that is used for x	-1	The tool that is used for sewing	needle and thread	sewing	[' the', ' seams', ' of', ' the', ' qu', 'ilt', ' is', ' a', ' rot', 'ary', ' cutter', ' and', ' a', ' ruler', '.', '\n', '\n', 'I', ' used', ' a']	" the  seams  of  the  qu ilt  is  a  rot ary  cutter  and  a  ruler . 
 
 I  used  a"	False	 Juan, where she studied sewing and continued her	5	[' Juan', ',', ' where', ' she', ' studied', ' sewing']
22	12	The tool that is used for x	-1	The tool that is used for knitting	yarn	knitting	[' is', ' a', ' knitting', ' needle', '.', '\n', '\n', 'The', ' needle', ' is', ' used', ' to', ' knit', ' the', ' fabric', '.', '\n', '\n', 'The', ' needle']	" is  a  knitting  needle . 
 
 The  needle  is  used  to  knit  the  fabric . 
 
 The  needle"	False	 weaving, spinning, knitting and embroidery	4	[' weaving', ',', ' spinning', ',', ' knitting']
23	12	The tool that is used for x	-1	The tool that is used for knitting	yarn	knitting	[' is', ' a', ' knitting', ' needle', '.', '\n', '\n', 'The', ' needle', ' is', ' used', ' to', ' knit', ' the', ' fabric', '.', '\n', '\n', 'The', ' needle']	" is  a  knitting  needle . 
 
 The  needle  is  used  to  knit  the  fabric . 
 
 The  needle"	False	 unfinished knitting projects. It	1	[' unfinished', ' knitting']
24	12	The tool that is used for x	-1	The tool that is used for knitting	yarn	knitting	[' is', ' a', ' knitting', ' needle', '.', '\n', '\n', 'The', ' needle', ' is', ' used', ' to', ' knit', ' the', ' fabric', '.', '\n', '\n', 'The', ' needle']	" is  a  knitting  needle . 
 
 The  needle  is  used  to  knit  the  fabric . 
 
 The  needle"	False	 performance ... knitting play together well	2	[' performance', '...', ' knitting']
25	12	The tool that is used for x	-1	The tool that is used for knitting	yarn	knitting	[' is', ' a', ' knitting', ' needle', '.', '\n', '\n', 'The', ' needle', ' is', ' used', ' to', ' knit', ' the', ' fabric', '.', '\n', '\n', 'The', ' needle']	" is  a  knitting  needle . 
 
 The  needle  is  used  to  knit  the  fabric . 
 
 The  needle"	False	 he takes up knitting and stage	3	[' he', ' takes', ' up', ' knitting']
26	12	The tool that is used for x	-1	The tool that is used for knitting	yarn	knitting	[' is', ' a', ' knitting', ' needle', '.', '\n', '\n', 'The', ' needle', ' is', ' used', ' to', ' knit', ' the', ' fabric', '.', '\n', '\n', 'The', ' needle']	" is  a  knitting  needle . 
 
 The  needle  is  used  to  knit  the  fabric . 
 
 The  needle"	False	 weaving, spinning, knitting and embroidery	4	[' weaving', ',', ' spinning', ',', ' knitting']
27	13	The tool that is used for x	-1	The tool that is used for hunting	gun	hunting	[' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' hunting', ' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that']	" and  fishing . 
 
 The  tool  that  is  used  for  hunting  and  fishing . 
 
 The  tool  that"	False	 Tod's normal life in hunting for food, seeking	6	"[' T', 'od', ""'s"", ' normal', ' life', ' in', ' hunting']"
28	13	The tool that is used for x	-1	The tool that is used for hunting	gun	hunting	[' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' hunting', ' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that']	" and  fishing . 
 
 The  tool  that  is  used  for  hunting  and  fishing . 
 
 The  tool  that"	False	 adjusts its hunting strategy. As gameplay	2	[' adjusts', ' its', ' hunting']
29	13	The tool that is used for x	-1	The tool that is used for hunting	gun	hunting	[' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' hunting', ' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that']	" and  fishing . 
 
 The  tool  that  is  used  for  hunting  and  fishing . 
 
 The  tool  that"	False	 more advanced at hunting and gathering and was	3	[' more', ' advanced', ' at', ' hunting']
30	13	The tool that is used for x	-1	The tool that is used for hunting	gun	hunting	[' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' hunting', ' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that']	" and  fishing . 
 
 The  tool  that  is  used  for  hunting  and  fishing . 
 
 The  tool  that"	False	 had gone on a hunting trip with various	4	[' had', ' gone', ' on', ' a', ' hunting']
31	13	The tool that is used for x	-1	The tool that is used for hunting	gun	hunting	[' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' hunting', ' and', ' fishing', '.', '\n', '\n', 'The', ' tool', ' that']	" and  fishing . 
 
 The  tool  that  is  used  for  hunting  and  fishing . 
 
 The  tool  that"	False	 of treasure hunting in the Bahamas. As	2	[' of', ' treasure', ' hunting']
32	14	The tool that is used for x	-1	The tool that is used for boating	boat	boating	"[' is', ' called', ' a', ' ""', 'p', 'addle', '"".', '\n', '\n', 'The', ' paddle', ' is', ' used', ' to', ' push', ' the', ' boat', ' forward', '.', '\n']"	" is  called  a  "" p addle "". 
 
 The  paddle  is  used  to  push  the  boat  forward . 
"	True	 has a large boating lake and a collection	4	[' has', ' a', ' large', ' bo', 'ating']
33	14	The tool that is used for x	-1	The tool that is used for boating	boat	boating	"[' is', ' called', ' a', ' ""', 'p', 'addle', '"".', '\n', '\n', 'The', ' paddle', ' is', ' used', ' to', ' push', ' the', ' boat', ' forward', '.', '\n']"	" is  called  a  "" p addle "". 
 
 The  paddle  is  used  to  push  the  boat  forward . 
"	True	" was killed in a boating accident.
"	5	[' was', ' killed', ' in', ' a', ' bo', 'ating']
34	14	The tool that is used for x	-1	The tool that is used for boating	boat	boating	"[' is', ' called', ' a', ' ""', 'p', 'addle', '"".', '\n', '\n', 'The', ' paddle', ' is', ' used', ' to', ' push', ' the', ' boat', ' forward', '.', '\n']"	" is  called  a  "" p addle "". 
 
 The  paddle  is  used  to  push  the  boat  forward . 
"	True	 the water by local boating enthusiasts. During	5	[' the', ' water', ' by', ' local', ' bo', 'ating']
35	14	The tool that is used for x	-1	The tool that is used for boating	boat	boating	"[' is', ' called', ' a', ' ""', 'p', 'addle', '"".', '\n', '\n', 'The', ' paddle', ' is', ' used', ' to', ' push', ' the', ' boat', ' forward', '.', '\n']"	" is  called  a  "" p addle "". 
 
 The  paddle  is  used  to  push  the  boat  forward . 
"	True	 tennis facilities, a boating pond, a treetop	5	[' tennis', ' facilities', ',', ' a', ' bo', 'ating']
36	14	The tool that is used for x	-1	The tool that is used for boating	boat	boating	"[' is', ' called', ' a', ' ""', 'p', 'addle', '"".', '\n', '\n', 'The', ' paddle', ' is', ' used', ' to', ' push', ' the', ' boat', ' forward', '.', '\n']"	" is  called  a  "" p addle "". 
 
 The  paddle  is  used  to  push  the  boat  forward . 
"	True	 hazardous for boating or kayaking; both	3	[' hazardous', ' for', ' bo', 'ating']
37	17	The tool that is used for x	-1	The tool that is used for baking	oven	baking	[' the', ' bread', ' is', ' a', ' Kitchen', 'Aid', ' stand', ' mixer', '.', ' I', ' have', ' had', ' this', ' one', ' for', ' years', ' and', ' it', ' is', ' still']	 the  bread  is  a  Kitchen Aid  stand  mixer .  I  have  had  this  one  for  years  and  it  is  still	False	 the culinary arts, baking and pastry arts, and	4	[' the', ' culinary', ' arts', ',', ' baking']
38	17	The tool that is used for x	-1	The tool that is used for baking	oven	baking	[' the', ' bread', ' is', ' a', ' Kitchen', 'Aid', ' stand', ' mixer', '.', ' I', ' have', ' had', ' this', ' one', ' for', ' years', ' and', ' it', ' is', ' still']	 the  bread  is  a  Kitchen Aid  stand  mixer .  I  have  had  this  one  for  years  and  it  is  still	False	 specializing in culinary and baking and pastry arts education.	4	[' specializing', ' in', ' culinary', ' and', ' baking']
39	17	The tool that is used for x	-1	The tool that is used for baking	oven	baking	[' the', ' bread', ' is', ' a', ' Kitchen', 'Aid', ' stand', ' mixer', '.', ' I', ' have', ' had', ' this', ' one', ' for', ' years', ' and', ' it', ' is', ' still']	 the  bread  is  a  Kitchen Aid  stand  mixer .  I  have  had  this  one  for  years  and  it  is  still	False	 skillful in baking sweet foods, though	3	[' skill', 'ful', ' in', ' baking']
40	17	The tool that is used for x	-1	The tool that is used for baking	oven	baking	[' the', ' bread', ' is', ' a', ' Kitchen', 'Aid', ' stand', ' mixer', '.', ' I', ' have', ' had', ' this', ' one', ' for', ' years', ' and', ' it', ' is', ' still']	 the  bread  is  a  Kitchen Aid  stand  mixer .  I  have  had  this  one  for  years  and  it  is  still	False	 hanging laundry and baking cakes. She milks the	3	[' hanging', ' laundry', ' and', ' baking']
41	17	The tool that is used for x	-1	The tool that is used for baking	oven	baking	[' the', ' bread', ' is', ' a', ' Kitchen', 'Aid', ' stand', ' mixer', '.', ' I', ' have', ' had', ' this', ' one', ' for', ' years', ' and', ' it', ' is', ' still']	 the  bread  is  a  Kitchen Aid  stand  mixer .  I  have  had  this  one  for  years  and  it  is  still	False	 water or stock, or baking them in a	5	[' water', ' or', ' stock', ',', ' or', ' baking']
42	21	The tool that is used for x	-1	The tool that is used for cleaning windows	squeegee	cleaning windows	[' is', ' called', ' a', ' window', ' cleaner', '.', ' It', ' is', ' a', ' tool', ' that', ' is', ' used', ' to', ' clean', ' windows', '.', ' It', ' is', ' used']	 is  called  a  window  cleaner .  It  is  a  tool  that  is  used  to  clean  windows .  It  is  used	False	 making cream teas, cleaning windows and scrubbing toilets.	6	[' making', ' cream', ' te', 'as', ',', ' cleaning', ' windows']
43	21	The tool that is used for x	-1	The tool that is used for cleaning windows	squeegee	cleaning windows	[' is', ' called', ' a', ' window', ' cleaner', '.', ' It', ' is', ' a', ' tool', ' that', ' is', ' used', ' to', ' clean', ' windows', '.', ' It', ' is', ' used']	 is  called  a  window  cleaner .  It  is  a  tool  that  is  used  to  clean  windows .  It  is  used	False	 cream teas, cleaning windows and scrubbing	5	[' cream', ' te', 'as', ',', ' cleaning', ' windows']
44	23	The tool that is used for x	-1	The tool that is used for washing clothes	washing machine	washing clothes	[' is', ' called', ' a', ' washing', ' machine', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' clothes', ' is', ' called', ' a', ' washing']	" is  called  a  washing  machine . 
 
 The  tool  that  is  used  for  washing  clothes  is  called  a  washing"	True	 August), such as washing clothes and herding	5	[' August', '),', ' such', ' as', ' washing', ' clothes']
45	23	The tool that is used for x	-1	The tool that is used for washing clothes	washing machine	washing clothes	[' is', ' called', ' a', ' washing', ' machine', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' clothes', ' is', ' called', ' a', ' washing']	" is  called  a  washing  machine . 
 
 The  tool  that  is  used  for  washing  clothes  is  called  a  washing"	True	 August), such as washing clothes and herding	5	[' August', '),', ' such', ' as', ' washing', ' clothes']
46	23	The tool that is used for x	-1	The tool that is used for washing clothes	washing machine	washing clothes	[' is', ' called', ' a', ' washing', ' machine', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' clothes', ' is', ' called', ' a', ' washing']	" is  called  a  washing  machine . 
 
 The  tool  that  is  used  for  washing  clothes  is  called  a  washing"	True	 August), such as washing clothes and herding cattle.	5	[' August', '),', ' such', ' as', ' washing', ' clothes']
47	23	The tool that is used for x	-1	The tool that is used for washing clothes	washing machine	washing clothes	[' is', ' called', ' a', ' washing', ' machine', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' washing', ' clothes', ' is', ' called', ' a', ' washing']	" is  called  a  washing  machine . 
 
 The  tool  that  is  used  for  washing  clothes  is  called  a  washing"	True	 August), such as washing clothes and herding cattle.	5	[' August', '),', ' such', ' as', ' washing', ' clothes']
48	24	The tool that is used for x	-1	The tool that is used for drying clothes	clothesline	drying clothes	[' is', ' called', ' a', ' clothes', ' dry', 'er', '.', ' It', ' is', ' a', ' machine', ' that', ' uses', ' heat', ' to', ' dry', ' clothes', '.', ' It', ' is']	 is  called  a  clothes  dry er .  It  is  a  machine  that  uses  heat  to  dry  clothes .  It  is	False		2	['d', 'rying', ' clothes']
49	24	The tool that is used for x	-1	The tool that is used for drying clothes	clothesline	drying clothes	[' is', ' called', ' a', ' clothes', ' dry', 'er', '.', ' It', ' is', ' a', ' machine', ' that', ' uses', ' heat', ' to', ' dry', ' clothes', '.', ' It', ' is']	 is  called  a  clothes  dry er .  It  is  a  machine  that  uses  heat  to  dry  clothes .  It  is	False	 of space, such as drying clothes after process and	6	[' of', ' space', ',', ' such', ' as', ' drying', ' clothes']
50	28	The tool that is used for x	-1	The tool that is used for hiking	hiking boots	hiking	[',', ' camping', ',', ' and', ' other', ' outdoor', ' activities', '.', '\n', '\n', 'The', ' best', ' thing', ' about', ' this', ' tool', ' is', ' that', ' it', ' is']	",  camping ,  and  other  outdoor  activities . 
 
 The  best  thing  about  this  tool  is  that  it  is"	False	" that ""I go hiking a lot, and"	4	"[' that', ' ""', 'I', ' go', ' hiking']"
51	28	The tool that is used for x	-1	The tool that is used for hiking	hiking boots	hiking	[',', ' camping', ',', ' and', ' other', ' outdoor', ' activities', '.', '\n', '\n', 'The', ' best', ' thing', ' about', ' this', ' tool', ' is', ' that', ' it', ' is']	",  camping ,  and  other  outdoor  activities . 
 
 The  best  thing  about  this  tool  is  that  it  is"	False	 flood waters while hiking in a closed state	3	[' flood', ' waters', ' while', ' hiking']
52	28	The tool that is used for x	-1	The tool that is used for hiking	hiking boots	hiking	[',', ' camping', ',', ' and', ' other', ' outdoor', ' activities', '.', '\n', '\n', 'The', ' best', ' thing', ' about', ' this', ' tool', ' is', ' that', ' it', ' is']	",  camping ,  and  other  outdoor  activities . 
 
 The  best  thing  about  this  tool  is  that  it  is"	False	 wildlife, in addition to hiking and biking. It	5	[' wildlife', ',', ' in', ' addition', ' to', ' hiking']
53	28	The tool that is used for x	-1	The tool that is used for hiking	hiking boots	hiking	[',', ' camping', ',', ' and', ' other', ' outdoor', ' activities', '.', '\n', '\n', 'The', ' best', ' thing', ' about', ' this', ' tool', ' is', ' that', ' it', ' is']	",  camping ,  and  other  outdoor  activities . 
 
 The  best  thing  about  this  tool  is  that  it  is"	False	 Birkenstocks, hiking boots, and eco-friendly	4	[' Bir', 'ken', 'stocks', ',', ' hiking']
54	28	The tool that is used for x	-1	The tool that is used for hiking	hiking boots	hiking	[',', ' camping', ',', ' and', ' other', ' outdoor', ' activities', '.', '\n', '\n', 'The', ' best', ' thing', ' about', ' this', ' tool', ' is', ' that', ' it', ' is']	",  camping ,  and  other  outdoor  activities . 
 
 The  best  thing  about  this  tool  is  that  it  is"	False	 Many public parks, hiking trails, and	4	[' Many', ' public', ' parks', ',', ' hiking']
55	29	The tool that is used for x	-1	The tool that is used for biking	bicycle	biking	[' is', ' a', ' bicycle', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' biking', ' is', ' a', ' bicycle', '.', '\n', '\n', 'The']	" is  a  bicycle . 
 
 The  tool  that  is  used  for  biking  is  a  bicycle . 
 
 The"	True	 the mountain biking competition	2	[' the', ' mountain', ' biking']
56	29	The tool that is used for x	-1	The tool that is used for biking	bicycle	biking	[' is', ' a', ' bicycle', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' biking', ' is', ' a', ' bicycle', '.', '\n', '\n', 'The']	" is  a  bicycle . 
 
 The  tool  that  is  used  for  biking  is  a  bicycle . 
 
 The"	True	" itself; mountain biking is not allowed.
"	3	[' itself', ';', ' mountain', ' biking']
57	29	The tool that is used for x	-1	The tool that is used for biking	bicycle	biking	[' is', ' a', ' bicycle', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' biking', ' is', ' a', ' bicycle', '.', '\n', '\n', 'The']	" is  a  bicycle . 
 
 The  tool  that  is  used  for  biking  is  a  bicycle . 
 
 The"	True	 hiking and biking trails follow	2	[' hiking', ' and', ' biking']
58	29	The tool that is used for x	-1	The tool that is used for biking	bicycle	biking	[' is', ' a', ' bicycle', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' biking', ' is', ' a', ' bicycle', '.', '\n', '\n', 'The']	" is  a  bicycle . 
 
 The  tool  that  is  used  for  biking  is  a  bicycle . 
 
 The"	True	 riding and mountain biking are not permitted	3	[' riding', ' and', ' mountain', ' biking']
59	29	The tool that is used for x	-1	The tool that is used for biking	bicycle	biking	[' is', ' a', ' bicycle', '.', '\n', '\n', 'The', ' tool', ' that', ' is', ' used', ' for', ' biking', ' is', ' a', ' bicycle', '.', '\n', '\n', 'The']	" is  a  bicycle . 
 
 The  tool  that  is  used  for  biking  is  a  bicycle . 
 
 The"	True	" itself; mountain biking is not allowed.
"	3	[' itself', ';', ' mountain', ' biking']
60	30	The tool that is used for x	-1	The tool that is used for swimming	swimsuit	swimming	[' is', ' a', ' swimming', ' pool', '.', ' The', ' swimming', ' pool', ' is', ' a', ' place', ' where', ' you', ' can', ' swim', ' in', ' the', ' water', '.', ' The']	 is  a  swimming  pool .  The  swimming  pool  is  a  place  where  you  can  swim  in  the  water .  The	False	 rigidity, and erratic swimming behavior; death follows	5	[' rig', 'idity', ',', ' and', ' erratic', ' swimming']
61	30	The tool that is used for x	-1	The tool that is used for swimming	swimsuit	swimming	[' is', ' a', ' swimming', ' pool', '.', ' The', ' swimming', ' pool', ' is', ' a', ' place', ' where', ' you', ' can', ' swim', ' in', ' the', ' water', '.', ' The']	 is  a  swimming  pool .  The  swimming  pool  is  a  place  where  you  can  swim  in  the  water .  The	False	 on a secret swimming pool. He posts this	3	[' on', ' a', ' secret', ' swimming']
62	30	The tool that is used for x	-1	The tool that is used for swimming	swimsuit	swimming	[' is', ' a', ' swimming', ' pool', '.', ' The', ' swimming', ' pool', ' is', ' a', ' place', ' where', ' you', ' can', ' swim', ' in', ' the', ' water', '.', ' The']	 is  a  swimming  pool .  The  swimming  pool  is  a  place  where  you  can  swim  in  the  water .  The	False	 sports, such as swimming and surfing.	4	[' sports', ',', ' such', ' as', ' swimming']
