	sample_id	prompt_target	position_target	target_baseline	object	subject	generations_baseline	generations_baseline_str	is_correct_baseline	prompt_source	position_source	source_cropped_toks
10	2	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of oxygen	gas	oxygen	[' is', ' a', ' solid', '.', '\n', '\n', 'O', 'xy', 'gen', ' is', ' a', ' di', 'atomic', ' molecule', ' with', ' two', ' atoms', ' of', ' oxygen', '.']	" is  a  solid . 
 
 O xy gen  is  a  di atomic  molecule  with  two  atoms  of  oxygen ."	False	 resulted in dropped oxygen masks and	3	[' resulted', ' in', ' dropped', ' oxygen']
11	2	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of oxygen	gas	oxygen	[' is', ' a', ' solid', '.', '\n', '\n', 'O', 'xy', 'gen', ' is', ' a', ' di', 'atomic', ' molecule', ' with', ' two', ' atoms', ' of', ' oxygen', '.']	" is  a  solid . 
 
 O xy gen  is  a  di atomic  molecule  with  two  atoms  of  oxygen ."	False	 includes a clinic with oxygen treatment facilities.	4	[' includes', ' a', ' clinic', ' with', ' oxygen']
12	2	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of oxygen	gas	oxygen	[' is', ' a', ' solid', '.', '\n', '\n', 'O', 'xy', 'gen', ' is', ' a', ' di', 'atomic', ' molecule', ' with', ' two', ' atoms', ' of', ' oxygen', '.']	" is  a  solid . 
 
 O xy gen  is  a  di atomic  molecule  with  two  atoms  of  oxygen ."	False	 published first. The name oxygen was coined	5	[' published', ' first', '.', ' The', ' name', ' oxygen']
13	2	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of oxygen	gas	oxygen	[' is', ' a', ' solid', '.', '\n', '\n', 'O', 'xy', 'gen', ' is', ' a', ' di', 'atomic', ' molecule', ' with', ' two', ' atoms', ' of', ' oxygen', '.']	" is  a  solid . 
 
 O xy gen  is  a  di atomic  molecule  with  two  atoms  of  oxygen ."	False	 levels of dissolved oxygen and its pH ranges	3	[' levels', ' of', ' dissolved', ' oxygen']
14	2	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of oxygen	gas	oxygen	[' is', ' a', ' solid', '.', '\n', '\n', 'O', 'xy', 'gen', ' is', ' a', ' di', 'atomic', ' molecule', ' with', ' two', ' atoms', ' of', ' oxygen', '.']	" is  a  solid . 
 
 O xy gen  is  a  di atomic  molecule  with  two  atoms  of  oxygen ."	False	 the diffusion of oxygen into the underlying	3	[' the', ' diffusion', ' of', ' oxygen']
15	3	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of gold	solid	gold	[' is', ' a', ' solid', '.', '\n', '\n', 'Gold', ' is', ' a', ' soft', ' metal', ',', ' and', ' is', ' easily', ' scratched', '.', '\n', '\n', 'Gold']	" is  a  solid . 
 
 Gold  is  a  soft  metal ,  and  is  easily  scratched . 
 
 Gold"	True	 blue clothes, with a gold laced hat that	5	[' blue', ' clothes', ',', ' with', ' a', ' gold']
16	3	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of gold	solid	gold	[' is', ' a', ' solid', '.', '\n', '\n', 'Gold', ' is', ' a', ' soft', ' metal', ',', ' and', ' is', ' easily', ' scratched', '.', '\n', '\n', 'Gold']	" is  a  solid . 
 
 Gold  is  a  soft  metal ,  and  is  easily  scratched . 
 
 Gold"	True	 set of twelve gold medallions,	3	[' set', ' of', ' twelve', ' gold']
17	3	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of gold	solid	gold	[' is', ' a', ' solid', '.', '\n', '\n', 'Gold', ' is', ' a', ' soft', ' metal', ',', ' and', ' is', ' easily', ' scratched', '.', '\n', '\n', 'Gold']	" is  a  solid . 
 
 Gold  is  a  soft  metal ,  and  is  easily  scratched . 
 
 Gold"	True	 Illmatic is the gold standard that	4	[' Ill', 'matic', ' is', ' the', ' gold']
18	3	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of gold	solid	gold	[' is', ' a', ' solid', '.', '\n', '\n', 'Gold', ' is', ' a', ' soft', ' metal', ',', ' and', ' is', ' easily', ' scratched', '.', '\n', '\n', 'Gold']	" is  a  solid . 
 
 Gold  is  a  soft  metal ,  and  is  easily  scratched . 
 
 Gold"	True	" splendor"". The palaces had gold rafters to support"	7	"[' spl', 'endor', '"".', ' The', ' pal', 'aces', ' had', ' gold']"
19	3	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of gold	solid	gold	[' is', ' a', ' solid', '.', '\n', '\n', 'Gold', ' is', ' a', ' soft', ' metal', ',', ' and', ' is', ' easily', ' scratched', '.', '\n', '\n', 'Gold']	" is  a  solid . 
 
 Gold  is  a  soft  metal ,  and  is  easily  scratched . 
 
 Gold"	True	 Charlotte were in gold mining regions	3	[' Charlotte', ' were', ' in', ' gold']
20	4	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of mercury	liquid	mercury	[' is', ' liquid', '.', '\n', '\n', 'Merc', 'ury', ' is', ' a', ' metal', ' that', ' is', ' soft', ',', ' mal', 'le', 'able', ',', ' and', ' duct']	" is  liquid . 
 
 Merc ury  is  a  metal  that  is  soft ,  mal le able ,  and  duct"	True	 (Zn), cadmium (Cd) and mercury (Hg). The further	12	[' (', 'Z', 'n', '),', ' cad', 'm', 'ium', ' (', 'C', 'd', ')', ' and', ' mercury']
21	4	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of mercury	liquid	mercury	[' is', ' liquid', '.', '\n', '\n', 'Merc', 'ury', ' is', ' a', ' metal', ' that', ' is', ' soft', ',', ' mal', 'le', 'able', ',', ' and', ' duct']	" is  liquid . 
 
 Merc ury  is  a  metal  that  is  soft ,  mal le able ,  and  duct"	True	 with an appropriate mercury halide HgX2, where	3	[' with', ' an', ' appropriate', ' mercury']
22	4	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of mercury	liquid	mercury	[' is', ' liquid', '.', '\n', '\n', 'Merc', 'ury', ' is', ' a', ' metal', ' that', ' is', ' soft', ',', ' mal', 'le', 'able', ',', ' and', ' duct']	" is  liquid . 
 
 Merc ury  is  a  metal  that  is  soft ,  mal le able ,  and  duct"	True	 liquid, it was used in mercury switches (including	6	[' liquid', ',', ' it', ' was', ' used', ' in', ' mercury']
23	4	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of mercury	liquid	mercury	[' is', ' liquid', '.', '\n', '\n', 'Merc', 'ury', ' is', ' a', ' metal', ' that', ' is', ' soft', ',', ' mal', 'le', 'able', ',', ' and', ' duct']	" is  liquid . 
 
 Merc ury  is  a  metal  that  is  soft ,  mal le able ,  and  duct"	True	 who suggested mercury be used as a	2	[' who', ' suggested', ' mercury']
24	4	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of mercury	liquid	mercury	[' is', ' liquid', '.', '\n', '\n', 'Merc', 'ury', ' is', ' a', ' metal', ' that', ' is', ' soft', ',', ' mal', 'le', 'able', ',', ' and', ' duct']	" is  liquid . 
 
 Merc ury  is  a  metal  that  is  soft ,  mal le able ,  and  duct"	True	 substances such as mercury and phosphorus. Habitat	3	[' substances', ' such', ' as', ' mercury']
25	5	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of aluminum	solid	aluminum	[' is', ' a', ' solid', '.', '\n', '\n', 'Al', 'uminum', ' is', ' a', ' metal', ' that', ' is', ' used', ' in', ' many', ' different', ' applications', '.', ' It']	" is  a  solid . 
 
 Al uminum  is  a  metal  that  is  used  in  many  different  applications .  It"	True	 railway yard and aluminum plant in the	3	[' railway', ' yard', ' and', ' aluminum']
26	5	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of aluminum	solid	aluminum	[' is', ' a', ' solid', '.', '\n', '\n', 'Al', 'uminum', ' is', ' a', ' metal', ' that', ' is', ' used', ' in', ' many', ' different', ' applications', '.', ' It']	" is  a  solid . 
 
 Al uminum  is  a  metal  that  is  used  in  many  different  applications .  It"	True	 structural use of aluminum in building	3	[' structural', ' use', ' of', ' aluminum']
27	5	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of aluminum	solid	aluminum	[' is', ' a', ' solid', '.', '\n', '\n', 'Al', 'uminum', ' is', ' a', ' metal', ' that', ' is', ' used', ' in', ' many', ' different', ' applications', '.', ' It']	" is  a  solid . 
 
 Al uminum  is  a  metal  that  is  used  in  many  different  applications .  It"	True	 be left would be aluminum dishwasher parts,	4	[' be', ' left', ' would', ' be', ' aluminum']
28	5	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of aluminum	solid	aluminum	[' is', ' a', ' solid', '.', '\n', '\n', 'Al', 'uminum', ' is', ' a', ' metal', ' that', ' is', ' used', ' in', ' many', ' different', ' applications', '.', ' It']	" is  a  solid . 
 
 Al uminum  is  a  metal  that  is  used  in  many  different  applications .  It"	True	 or brushed aluminum surface, a solid	2	[' or', ' brushed', ' aluminum']
29	5	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of aluminum	solid	aluminum	[' is', ' a', ' solid', '.', '\n', '\n', 'Al', 'uminum', ' is', ' a', ' metal', ' that', ' is', ' used', ' in', ' many', ' different', ' applications', '.', ' It']	" is  a  solid . 
 
 Al uminum  is  a  metal  that  is  used  in  many  different  applications .  It"	True	 in the midst of aluminum cans. Nat simultaneously	4	[' in', ' the', ' midst', ' of', ' aluminum']
30	6	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of nitrogen	gas	nitrogen	[' is', ' a', ' solid', '.', '\n', '\n', 'At', ' higher', ' temperatures', ',', ' nitrogen', ' becomes', ' a', ' gas', '.', '\n', '\n', 'At', ' even', ' higher']	" is  a  solid . 
 
 At  higher  temperatures ,  nitrogen  becomes  a  gas . 
 
 At  even  higher"	True	 dissociation of nitrogen and methane, forming	3	[' diss', 'ociation', ' of', ' nitrogen']
31	6	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of nitrogen	gas	nitrogen	[' is', ' a', ' solid', '.', '\n', '\n', 'At', ' higher', ' temperatures', ',', ' nitrogen', ' becomes', ' a', ' gas', '.', '\n', '\n', 'At', ' even', ' higher']	" is  a  solid . 
 
 At  higher  temperatures ,  nitrogen  becomes  a  gas . 
 
 At  even  higher"	True	 shot out of a nitrogen gun; James did throw	4	[' shot', ' out', ' of', ' a', ' nitrogen']
32	6	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of nitrogen	gas	nitrogen	[' is', ' a', ' solid', '.', '\n', '\n', 'At', ' higher', ' temperatures', ',', ' nitrogen', ' becomes', ' a', ' gas', '.', '\n', '\n', 'At', ' even', ' higher']	" is  a  solid . 
 
 At  higher  temperatures ,  nitrogen  becomes  a  gas . 
 
 At  even  higher"	True	 phylogenetically-ancient nitrogenases (discussed above)	5	[' phylogen', 'etically', '-', 'an', 'cient', ' nitrogen']
33	6	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of nitrogen	gas	nitrogen	[' is', ' a', ' solid', '.', '\n', '\n', 'At', ' higher', ' temperatures', ',', ' nitrogen', ' becomes', ' a', ' gas', '.', '\n', '\n', 'At', ' even', ' higher']	" is  a  solid . 
 
 At  higher  temperatures ,  nitrogen  becomes  a  gas . 
 
 At  even  higher"	True	" prevent oxygen and nitrogen toxicity.
"	3	[' prevent', ' oxygen', ' and', ' nitrogen']
34	6	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of nitrogen	gas	nitrogen	[' is', ' a', ' solid', '.', '\n', '\n', 'At', ' higher', ' temperatures', ',', ' nitrogen', ' becomes', ' a', ' gas', '.', '\n', '\n', 'At', ' even', ' higher']	" is  a  solid . 
 
 At  higher  temperatures ,  nitrogen  becomes  a  gas . 
 
 At  even  higher"	True	 ammonia, hydrogen, nitrogen and methane, as opposed	4	[' ammonia', ',', ' hydrogen', ',', ' nitrogen']
35	7	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of silicon	solid	silicon	[' is', ' a', ' solid', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  solid .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 naturally occurring silicon dioxide found	2	[' naturally', ' occurring', ' silicon']
36	7	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of silicon	solid	silicon	[' is', ' a', ' solid', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  solid .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 Similar to silicon and aluminum,	2	[' Similar', ' to', ' silicon']
37	7	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of silicon	solid	silicon	[' is', ' a', ' solid', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  solid .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 heavily doped n-type silicon wafers in the production	6	[' heavily', ' d', 'oped', ' n', '-', 'type', ' silicon']
38	7	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of silicon	solid	silicon	[' is', ' a', ' solid', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  solid .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 power density than silicon power devices and	3	[' power', ' density', ' than', ' silicon']
39	7	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of silicon	solid	silicon	[' is', ' a', ' solid', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  solid .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 mass of the silicon-28 atom or should	3	[' mass', ' of', ' the', ' silicon']
40	8	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of neon	gas	neon	[' is', ' a', ' gas', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  gas .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 mixture of xenon and neon that is converted	5	[' mixture', ' of', ' xen', 'on', ' and', ' neon']
41	8	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of neon	gas	neon	[' is', ' a', ' gas', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  gas .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	" nucleosynthesis and the neon burning process.
"	5	[' nucle', 'os', 'ynthesis', ' and', ' the', ' neon']
42	8	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of neon	gas	neon	[' is', ' a', ' gas', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  gas .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 year. X-Flight's neon green track and dark	6	"[' year', '.', ' X', '-', 'Flight', ""'s"", ' neon']"
43	8	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of neon	gas	neon	[' is', ' a', ' gas', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  gas .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True	 depletion of neon (see Table),	2	[' depletion', ' of', ' neon']
44	8	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of neon	gas	neon	[' is', ' a', ' gas', '.', ' At', ' higher', ' temperatures', ',', ' it', ' becomes', ' a', ' liquid', '.', ' At', ' even', ' higher', ' temperatures', ',', ' it', ' becomes']	 is  a  gas .  At  higher  temperatures ,  it  becomes  a  liquid .  At  even  higher  temperatures ,  it  becomes	True		1	['ne', 'on']
45	9	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of ethanol	liquid	ethanol	[' is', ' a', ' liquid', '.', '\n', '\n', 'E', 'than', 'ol', ' is', ' a', ' color', 'less', ',', ' fl', 'amm', 'able', ',', ' and', ' poisonous']	" is  a  liquid . 
 
 E than ol  is  a  color less ,  fl amm able ,  and  poisonous"	True	 built with an ethanol-ready engine	3	[' built', ' with', ' an', ' ethanol']
46	9	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of ethanol	liquid	ethanol	[' is', ' a', ' liquid', '.', '\n', '\n', 'E', 'than', 'ol', ' is', ' a', ' color', 'less', ',', ' fl', 'amm', 'able', ',', ' and', ' poisonous']	" is  a  liquid . 
 
 E than ol  is  a  color less ,  fl amm able ,  and  poisonous"	True	 imported oil if E85 ethanol was used instead of	5	[' imported', ' oil', ' if', ' E', '85', ' ethanol']
47	9	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of ethanol	liquid	ethanol	[' is', ' a', ' liquid', '.', '\n', '\n', 'E', 'than', 'ol', ' is', ' a', ' color', 'less', ',', ' fl', 'amm', 'able', ',', ' and', ' poisonous']	" is  a  liquid . 
 
 E than ol  is  a  color less ,  fl amm able ,  and  poisonous"	True	 neutral water – ethanol solution and be homologous	3	[' neutral', ' water', ' –', ' ethanol']
48	9	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of ethanol	liquid	ethanol	[' is', ' a', ' liquid', '.', '\n', '\n', 'E', 'than', 'ol', ' is', ' a', ' color', 'less', ',', ' fl', 'amm', 'able', ',', ' and', ' poisonous']	" is  a  liquid . 
 
 E than ol  is  a  color less ,  fl amm able ,  and  poisonous"	True	 tank by warming the ethanol fuel during starting,	4	[' tank', ' by', ' warming', ' the', ' ethanol']
49	9	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of ethanol	liquid	ethanol	[' is', ' a', ' liquid', '.', '\n', '\n', 'E', 'than', 'ol', ' is', ' a', ' color', 'less', ',', ' fl', 'amm', 'able', ',', ' and', ' poisonous']	" is  a  liquid . 
 
 E than ol  is  a  color less ,  fl amm able ,  and  poisonous"	True	 Volt to operate on ethanol fuel, as most new	4	[' Volt', ' to', ' operate', ' on', ' ethanol']
50	10	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of sulfur	solid	sulfur	[' is', ' a', ' solid', '.', '\n', '\n', 'S', 'ulf', 'ur', ' is', ' a', ' chemical', ' element', ' with', ' symbol', ' S', ' and', ' atomic', ' number', ' 16']	" is  a  solid . 
 
 S ulf ur  is  a  chemical  element  with  symbol  S  and  atomic  number  16"	True	 staining bright sulfur yellow. It	3	[' st', 'aining', ' bright', ' sulfur']
51	10	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of sulfur	solid	sulfur	[' is', ' a', ' solid', '.', '\n', '\n', 'S', 'ulf', 'ur', ' is', ' a', ' chemical', ' element', ' with', ' symbol', ' S', ' and', ' atomic', ' number', ' 16']	" is  a  solid . 
 
 S ulf ur  is  a  chemical  element  with  symbol  S  and  atomic  number  16"	True	 the surface with sulfurous and silicate	3	[' the', ' surface', ' with', ' sulfur']
52	10	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of sulfur	solid	sulfur	[' is', ' a', ' solid', '.', '\n', '\n', 'S', 'ulf', 'ur', ' is', ' a', ' chemical', ' element', ' with', ' symbol', ' S', ' and', ' atomic', ' number', ' 16']	" is  a  solid . 
 
 S ulf ur  is  a  chemical  element  with  symbol  S  and  atomic  number  16"	True	 plateaus, the result of sulfur dioxide sapping	6	[' plate', 'aus', ',', ' the', ' result', ' of', ' sulfur']
53	10	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of sulfur	solid	sulfur	[' is', ' a', ' solid', '.', '\n', '\n', 'S', 'ulf', 'ur', ' is', ' a', ' chemical', ' element', ' with', ' symbol', ' S', ' and', ' atomic', ' number', ' 16']	" is  a  solid . 
 
 S ulf ur  is  a  chemical  element  with  symbol  S  and  atomic  number  16"	True	 redox reaction, sulfur is oxidized from	4	[' red', 'ox', ' reaction', ',', ' sulfur']
54	10	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of sulfur	solid	sulfur	[' is', ' a', ' solid', '.', '\n', '\n', 'S', 'ulf', 'ur', ' is', ' a', ' chemical', ' element', ' with', ' symbol', ' S', ' and', ' atomic', ' number', ' 16']	" is  a  solid . 
 
 S ulf ur  is  a  chemical  element  with  symbol  S  and  atomic  number  16"	True	 higher-than-expected potassium and sulfur levels on the	7	[' higher', '-', 'than', '-', 'expected', ' potassium', ' and', ' sulfur']
55	11	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of helium	gas	helium	[' is', ' a', ' superflu', 'id', '.', '\n', '\n', 'The', ' phase', ' of', ' matter', ' of', ' helium', ' is', ' a', ' superflu', 'id', '.', '\n', '\n']	" is  a  superflu id . 
 
 The  phase  of  matter  of  helium  is  a  superflu id . 
 
"	False	 hydroquinone, but helium and neon do	5	[' hydro', 'quin', 'one', ',', ' but', ' helium']
56	11	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of helium	gas	helium	[' is', ' a', ' superflu', 'id', '.', '\n', '\n', 'The', ' phase', ' of', ' matter', ' of', ' helium', ' is', ' a', ' superflu', 'id', '.', '\n', '\n']	" is  a  superflu id . 
 
 The  phase  of  matter  of  helium  is  a  superflu id . 
 
"	False	 for the nearby helium line), FeII,	3	[' for', ' the', ' nearby', ' helium']
57	11	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of helium	gas	helium	[' is', ' a', ' superflu', 'id', '.', '\n', '\n', 'The', ' phase', ' of', ' matter', ' of', ' helium', ' is', ' a', ' superflu', 'id', '.', '\n', '\n']	" is  a  superflu id . 
 
 The  phase  of  matter  of  helium  is  a  superflu id . 
 
"	False	 hydrogen, the helium abundance is about	3	[' hydrogen', ',', ' the', ' helium']
58	11	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of helium	gas	helium	[' is', ' a', ' superflu', 'id', '.', '\n', '\n', 'The', ' phase', ' of', ' matter', ' of', ' helium', ' is', ' a', ' superflu', 'id', '.', '\n', '\n']	" is  a  superflu id . 
 
 The  phase  of  matter  of  helium  is  a  superflu id . 
 
"	False	 trends down groups, helium can be seen as a	4	[' trends', ' down', ' groups', ',', ' helium']
59	11	At room temperature, the phase of matter of x	-1	At room temperature, the phase of matter of helium	gas	helium	[' is', ' a', ' superflu', 'id', '.', '\n', '\n', 'The', ' phase', ' of', ' matter', ' of', ' helium', ' is', ' a', ' superflu', 'id', '.', '\n', '\n']	" is  a  superflu id . 
 
 The  phase  of  matter  of  helium  is  a  superflu id . 
 
"	False	 mixture. However, helium is not narcotic, and	4	[' mixture', '.', ' However', ',', ' helium']
